event_id,rup_id,year,rlzi,structural
550,0,0,0,2.18847E+05
551,0,0,0,1.85285E+05
553,0,0,0,8.06384E+04
554,0,0,0,7.13158E+04
555,0,0,0,5.08411E+05
557,0,0,0,1.03797E+07
558,0,0,0,1.40131E+05
559,0,0,0,9.45371E+04
561,0,0,0,6.78279E+06
563,0,0,0,2.28602E+05
564,0,0,0,2.09907E+05
566,0,0,0,1.12591E+05
567,0,0,0,2.32207E+05
568,0,0,0,1.28202E+06
570,0,0,0,3.07521E+06
573,0,0,0,1.12697E+07
582,0,0,0,2.37121E+05
591,0,0,0,1.35971E+05
595,0,0,0,7.10858E+04
603,0,0,0,5.29654E+04
606,0,0,0,7.20027E+06
607,0,0,0,9.44450E+05
608,0,0,0,7.23838E+05
609,0,0,0,2.05141E+05
612,0,0,0,1.59165E+06
615,0,0,0,4.59441E+04
616,0,0,0,1.78684E+04
617,0,0,0,5.61950E+05
618,0,0,0,1.72908E+08
620,0,0,0,1.57149E+06
621,0,0,0,3.47570E+04
623,0,0,0,1.19891E+04
624,0,0,0,2.82680E+06
625,0,0,0,7.44463E+04
627,0,0,0,6.49552E+04
632,0,0,0,8.15370E+05
633,0,0,0,1.17747E+05
635,0,0,0,5.47609E+04
641,0,0,0,3.85163E+04
642,0,0,0,3.01787E+06
643,0,0,0,8.55882E+04
646,0,0,0,7.10996E+05
647,0,0,0,1.38347E+04
649,0,0,0,1.43586E+05
650,0,0,0,1.30157E+05
652,0,0,0,2.42863E+05
653,0,0,0,3.01685E+05
656,0,0,0,1.25894E+05
657,0,0,0,5.32648E+06
659,0,0,0,1.71877E+06
660,0,0,0,1.89167E+05
663,0,0,0,2.17810E+06
664,0,0,0,7.93650E+05
665,0,0,0,1.28542E+05
669,0,0,0,1.64697E+04
672,0,0,0,3.09949E+06
673,0,0,0,1.99701E+06
674,0,0,0,3.85549E+06
676,0,0,0,1.24127E+05
677,0,0,0,1.24065E+05
679,0,0,0,5.90321E+04
680,0,0,0,3.04000E+05
683,0,0,0,3.55634E+05
685,0,0,0,1.78065E+05
687,0,0,0,2.58452E+05
692,0,0,0,9.34421E+04
693,0,0,0,1.23974E+05
694,0,0,0,3.06586E+06
696,0,0,0,6.99791E+04
701,0,0,0,6.76367E+05
702,0,0,0,6.37817E+03
703,0,0,0,7.08193E+04
704,0,0,0,1.20120E+07
705,0,0,0,7.94355E+06
707,0,0,0,1.44130E+05
712,0,0,0,8.24189E+03
714,0,0,0,2.74384E+05
716,0,0,0,1.01548E+06
718,0,0,0,1.77220E+04
719,0,0,0,1.73381E+04
720,0,0,0,1.42627E+04
722,0,0,0,9.68477E+04
724,0,0,0,3.97636E+04
728,0,0,0,6.83875E+04
729,0,0,0,5.24569E+04
730,0,0,0,1.92389E+05
736,0,0,0,1.11437E+05
737,0,0,0,3.29990E+09
739,0,0,0,8.73608E+04
740,0,0,0,9.24977E+05
742,0,0,0,8.32034E+04
743,0,0,0,1.37563E+07
745,0,0,0,3.39138E+06
746,0,0,0,1.53102E+06
747,0,0,0,1.32015E+07
748,0,0,0,3.46766E+05
749,0,0,0,2.79539E+06
750,0,0,0,1.70960E+05
751,0,0,0,3.20972E+06
752,0,0,0,1.08617E+08
753,0,0,0,3.38416E+05
754,0,0,0,5.48257E+06
755,0,0,0,1.83963E+06
756,0,0,0,3.13544E+07
757,0,0,0,7.88046E+05
758,0,0,0,6.68056E+06
761,0,0,0,2.17109E+07
762,0,0,0,4.79010E+06
763,0,0,0,4.54466E+05
764,0,0,0,5.72037E+04
765,0,0,0,5.79756E+07
766,0,0,0,8.08697E+05
767,0,0,0,5.11280E+07
768,0,0,0,6.52839E+05
770,0,0,0,4.43052E+05
771,0,0,0,6.37636E+05
772,0,0,0,2.40974E+07
773,0,0,0,4.87308E+06
775,0,0,0,1.86107E+08
776,0,0,0,1.60761E+05
777,0,0,0,4.68623E+06
778,0,0,0,4.24405E+04
779,0,0,0,2.37642E+05
780,0,0,0,5.52407E+06
781,0,0,0,6.87257E+05
782,0,0,0,6.40400E+05
784,0,0,0,4.92757E+05
785,0,0,0,1.11277E+05
786,0,0,0,6.37778E+05
787,0,0,0,1.17481E+06
788,0,0,0,5.30525E+06
789,0,0,0,6.94475E+05
790,0,0,0,4.33602E+04
791,0,0,0,3.28945E+06
794,0,0,0,1.18070E+05
795,0,0,0,1.51730E+05
796,0,0,0,5.15804E+05
798,0,0,0,1.00628E+06
801,0,0,0,5.78934E+09
802,0,0,0,2.19594E+08
804,0,0,0,5.54770E+06
806,0,0,0,3.78282E+05
807,0,0,0,1.99380E+06
808,0,0,0,2.89212E+07
809,0,0,0,3.74777E+07
810,0,0,0,1.72044E+07
811,0,0,0,1.09788E+06
812,0,0,0,1.86321E+07
817,0,0,0,2.41120E+05
819,0,0,0,3.03364E+08
821,0,0,0,3.53688E+05
822,0,0,0,4.40681E+06
826,0,0,0,9.49134E+04
827,0,0,0,5.52837E+05
828,0,0,0,2.60918E+07
830,0,0,0,6.88813E+07
832,0,0,0,2.34235E+04
833,0,0,0,1.31397E+05
834,0,0,0,9.83512E+05
835,0,0,0,1.88805E+05
837,0,0,0,1.32783E+08
839,0,0,0,9.25562E+06
840,0,0,0,3.67928E+06
842,0,0,0,8.26906E+05
843,0,0,0,1.70578E+06
844,0,0,0,5.34819E+06
845,0,0,0,3.29060E+05
847,0,0,0,8.16758E+05
848,0,0,0,6.02784E+06
850,0,0,0,1.05721E+05
851,0,0,0,1.09847E+07
852,0,0,0,1.00043E+05
853,0,0,0,9.29876E+03
855,0,0,0,4.17921E+05
856,0,0,0,4.87094E+06
858,0,0,0,6.80544E+05
859,0,0,0,4.99350E+05
860,0,0,0,3.98360E+05
861,0,0,0,7.24590E+06
862,0,0,0,3.30657E+05
863,0,0,0,1.34367E+06
865,0,0,0,6.06244E+07
868,0,0,0,3.52355E+05
870,0,0,0,7.56822E+04
871,0,0,0,5.23612E+07
872,0,0,0,1.46042E+06
873,0,0,0,3.70750E+06
874,0,0,0,1.37611E+05
875,0,0,0,9.22705E+04
876,0,0,0,4.55657E+06
878,0,0,0,2.46566E+05
879,0,0,0,1.08558E+05
880,0,0,0,1.24912E+05
883,0,0,0,2.98344E+05
884,0,0,0,9.17196E+06
885,0,0,0,1.89322E+06
886,0,0,0,1.60163E+06
887,0,0,0,3.35859E+08
888,0,0,0,5.70035E+05
889,0,0,0,2.56048E+07
890,0,0,0,2.52727E+06
891,0,0,0,1.09903E+05
892,0,0,0,1.24170E+08
893,0,0,0,2.21690E+04
895,0,0,0,9.37668E+07
896,0,0,0,3.96127E+04
897,0,0,0,1.84407E+06
900,0,0,0,1.94952E+07
901,0,0,0,9.95276E+05
903,0,0,0,8.45075E+05
904,0,0,0,1.83066E+07
905,0,0,0,3.57320E+06
906,0,0,0,1.61432E+06
907,0,0,0,7.47597E+07
909,0,0,0,2.57588E+06
910,0,0,0,4.12800E+07
911,0,0,0,2.38838E+06
914,0,0,0,7.19670E+06
915,0,0,0,2.96636E+05
916,0,0,0,9.32815E+07
918,0,0,0,2.67709E+05
922,0,0,0,7.80570E+05
924,0,0,0,2.23048E+06
925,0,0,0,4.88288E+06
927,0,0,0,1.38275E+05
928,0,0,0,6.79530E+04
929,0,0,0,1.43024E+07
930,0,0,0,3.40305E+05
931,0,0,0,5.15449E+05
932,0,0,0,1.87158E+05
934,0,0,0,1.02173E+06
936,0,0,0,2.25630E+04
937,0,0,0,6.58164E+07
938,0,0,0,3.70371E+06
941,0,0,0,5.23591E+05
943,0,0,0,2.28958E+06
945,0,0,0,2.69843E+04
947,0,0,0,8.94352E+05
948,0,0,0,4.89834E+07
950,0,0,0,4.62820E+06
951,0,0,0,7.38911E+05
953,0,0,0,2.10185E+07
954,0,0,0,2.07677E+05
955,0,0,0,2.82103E+08
957,0,0,0,3.69910E+09
958,0,0,0,1.74332E+06
959,0,0,0,1.40594E+08
960,0,0,0,3.80392E+06
961,0,0,0,2.25248E+06
962,0,0,0,6.70962E+05
963,0,0,0,6.27609E+05
965,0,0,0,2.66457E+04
966,0,0,0,1.28912E+07
967,0,0,0,4.03481E+04
968,0,0,0,1.04995E+06
970,0,0,0,7.83304E+07
971,0,0,0,7.50623E+05
972,0,0,0,1.26556E+07
975,0,0,0,2.08171E+07
977,0,0,0,7.04175E+03
978,0,0,0,9.95846E+06
980,0,0,0,5.06099E+04
981,0,0,0,4.22822E+07
982,0,0,0,1.47817E+07
984,0,0,0,2.55738E+06
985,0,0,0,1.63158E+06
986,0,0,0,3.03265E+06
987,0,0,0,6.89080E+05
988,0,0,0,7.26050E+06
989,0,0,0,3.56771E+05
990,0,0,0,3.20345E+05
991,0,0,0,9.63630E+04
992,0,0,0,9.89647E+07
996,0,0,0,1.14101E+06
997,0,0,0,1.87370E+05
998,0,0,0,2.17772E+06
999,0,0,0,2.22339E+06
1000,0,0,0,9.53387E+05
1001,0,0,0,1.13245E+07
1002,0,0,0,2.59487E+06
1003,0,0,0,1.22560E+07
1004,0,0,0,1.57846E+05
1005,0,0,0,1.23069E+07
1006,0,0,0,1.14707E+06
1007,0,0,0,2.67688E+06
1009,0,0,0,5.31762E+06
1011,0,0,0,9.62174E+07
1012,0,0,0,5.29030E+06
1013,0,0,0,2.52850E+08
1016,0,0,0,4.39173E+06
1017,0,0,0,7.16119E+03
1019,0,0,0,9.77700E+07
1020,0,0,0,2.13912E+08
1022,0,0,0,3.23308E+06
1023,0,0,0,1.58383E+04
1024,0,0,0,3.43337E+06
1025,0,0,0,8.36107E+04
1027,0,0,0,7.25703E+06
1028,0,0,0,6.51699E+05
1029,0,0,0,5.04308E+06
1030,0,0,0,9.50655E+05
1032,0,0,0,1.90545E+05
1034,0,0,0,2.57802E+04
1036,0,0,0,5.32966E+04
1037,0,0,0,7.95977E+06
1038,0,0,0,1.21934E+05
1040,0,0,0,5.77864E+03
1044,0,0,0,1.97600E+04
1046,0,0,0,2.47679E+05
1051,0,0,0,6.50415E+05
1052,0,0,0,4.05557E+04
1053,0,0,0,6.34290E+03
1054,0,0,0,4.55817E+04
1056,0,0,0,1.65950E+06
1058,0,0,0,1.27374E+06
1060,0,0,0,5.90530E+05
1067,0,0,0,5.90523E+03
1071,0,0,0,5.13912E+06
1073,0,0,0,9.43066E+05
1079,0,0,0,1.28019E+05
1081,0,0,0,1.20489E+05
1084,0,0,0,1.17736E+05
1085,0,0,0,2.56704E+05
1086,0,0,0,6.86591E+03
1089,0,0,0,2.35652E+06
1095,0,0,0,1.01308E+05
1097,0,0,0,2.28362E+04
1099,0,0,0,3.00694E+06
1104,0,0,0,6.29934E+06
1106,0,0,0,3.87338E+04
1107,0,0,0,6.71118E+04
1108,0,0,0,3.82933E+05
1109,0,0,0,7.80307E+04
1111,0,0,0,6.02925E+04
1112,0,0,0,2.46394E+06
1113,0,0,0,1.11723E+05
1114,0,0,0,2.64381E+05
1115,0,0,0,2.57599E+05
1116,0,0,0,9.68042E+03
1119,0,0,0,2.10008E+06
1122,0,0,0,8.40602E+05
1123,0,0,0,2.40620E+05
1124,0,0,0,1.58033E+06
1126,0,0,0,1.23479E+04
1127,0,0,0,6.12162E+09
1128,0,0,0,4.98096E+06
1129,0,0,0,4.73132E+05
1131,0,0,0,8.81023E+07
1133,0,0,0,3.71531E+06
1134,0,0,0,7.70526E+05
1135,0,0,0,1.35630E+06
1136,0,0,0,1.20617E+05
1137,0,0,0,1.23984E+07
1138,0,0,0,6.95664E+06
1139,0,0,0,2.27117E+06
1140,0,0,0,5.33867E+07
1141,0,0,0,2.28001E+07
1142,0,0,0,1.62449E+08
1145,0,0,0,7.47391E+06
1147,0,0,0,2.10922E+07
1148,0,0,0,5.71018E+05
1149,0,0,0,2.86380E+06
1151,0,0,0,2.25886E+06
1152,0,0,0,2.06358E+08
1153,0,0,0,2.66535E+05
1154,0,0,0,1.62074E+07
1155,0,0,0,1.27995E+07
1156,0,0,0,1.52097E+07
1157,0,0,0,9.98038E+05
1158,0,0,0,2.27615E+06
1159,0,0,0,6.88492E+06
1161,0,0,0,5.59368E+07
1162,0,0,0,7.26940E+05
1163,0,0,0,2.15347E+06
1164,0,0,0,2.05765E+07
1165,0,0,0,5.37576E+05
1166,0,0,0,4.32030E+05
1167,0,0,0,1.07541E+07
1168,0,0,0,2.45856E+07
1169,0,0,0,1.46208E+08
1170,0,0,0,8.01324E+05
1171,0,0,0,5.51198E+05
1172,0,0,0,3.81885E+06
1174,0,0,0,3.09117E+05
1175,0,0,0,5.66280E+05
1176,0,0,0,1.23620E+05
1177,0,0,0,7.10302E+05
1181,0,0,0,2.23279E+05
1182,0,0,0,5.67309E+04
1183,0,0,0,3.12200E+06
1184,0,0,0,1.62342E+06
1188,0,0,0,3.37379E+06
1189,0,0,0,6.69521E+04
1191,0,0,0,3.94720E+05
1192,0,0,0,1.68151E+05
1193,0,0,0,1.72305E+05
1195,0,0,0,1.52400E+05
1196,0,0,0,3.99939E+05
1197,0,0,0,1.97416E+05
1198,0,0,0,1.93830E+06
1200,0,0,0,1.43002E+06
1201,0,0,0,1.26833E+07
1202,0,0,0,1.02093E+10
1203,0,0,0,2.84308E+07
1204,0,0,0,4.85161E+08
1205,0,0,0,1.56106E+07
1206,0,0,0,3.45076E+05
1207,0,0,0,1.41508E+07
1208,0,0,0,1.47312E+07
1209,0,0,0,5.45050E+05
1210,0,0,0,3.31358E+05
1211,0,0,0,1.50518E+04
1212,0,0,0,1.43617E+08
1213,0,0,0,5.45220E+07
1214,0,0,0,6.94434E+06
1215,0,0,0,1.55967E+07
1216,0,0,0,8.09014E+07
1217,0,0,0,1.07457E+07
1218,0,0,0,9.85708E+05
1219,0,0,0,7.03583E+07
1221,0,0,0,3.36680E+06
1222,0,0,0,6.88861E+06
1223,0,0,0,1.28508E+06
1224,0,0,0,3.65331E+07
1225,0,0,0,3.08184E+05
1226,0,0,0,2.44898E+06
1227,0,0,0,3.09792E+05
1228,0,0,0,1.34902E+06
1229,0,0,0,1.29263E+06
1230,0,0,0,9.99975E+05
1232,0,0,0,1.32151E+06
1233,0,0,0,9.96520E+07
1234,0,0,0,6.98753E+06
1235,0,0,0,1.07795E+07
1236,0,0,0,5.39951E+05
1237,0,0,0,3.04297E+06
1238,0,0,0,1.17274E+07
1239,0,0,0,2.67710E+07
1240,0,0,0,7.14840E+06
1241,0,0,0,1.07836E+07
1242,0,0,0,3.04008E+06
1243,0,0,0,2.63573E+05
1244,0,0,0,9.25027E+04
1245,0,0,0,1.26160E+07
1246,0,0,0,3.33415E+06
1247,0,0,0,6.22492E+07
1249,0,0,0,3.30050E+06
1250,0,0,0,6.64446E+05
1251,0,0,0,1.76705E+06
1252,0,0,0,2.66645E+04
1253,0,0,0,5.91177E+06
1255,0,0,0,1.24720E+05
1256,0,0,0,1.01635E+06
1257,0,0,0,4.26114E+07
1260,0,0,0,3.02134E+07
1261,0,0,0,2.76363E+06
1262,0,0,0,1.25212E+05
1263,0,0,0,1.26667E+08
1265,0,0,0,4.54488E+05
1266,0,0,0,4.32310E+05
1267,0,0,0,5.00034E+06
1269,0,0,0,2.72054E+07
1271,0,0,0,1.20351E+04
1275,0,0,0,3.43455E+05
1277,0,0,0,2.13070E+05
1279,0,0,0,6.63319E+06
1280,0,0,0,1.32757E+08
1283,0,0,0,5.90371E+04
1284,0,0,0,7.60108E+05
1285,0,0,0,1.22988E+05
1286,0,0,0,3.10878E+06
1287,0,0,0,1.09078E+06
1288,0,0,0,1.00437E+07
1289,0,0,0,5.73198E+06
1290,0,0,0,1.60791E+06
1291,0,0,0,2.84156E+06
1293,0,0,0,2.99613E+06
1295,0,0,0,7.09606E+07
1296,0,0,0,7.54884E+06
1297,0,0,0,1.15755E+08
1298,0,0,0,4.42118E+05
1299,0,0,0,5.02432E+06
1300,0,0,0,6.22043E+07
1301,0,0,0,7.25297E+04
1302,0,0,0,4.82570E+04
1303,0,0,0,1.56488E+05
1304,0,0,0,2.19222E+05
1307,0,0,0,4.09937E+04
1308,0,0,0,3.89114E+05
1310,0,0,0,1.64238E+05
1312,0,0,0,1.63070E+07
1324,0,0,0,6.34602E+04
1342,0,0,0,5.42228E+09
1343,0,0,0,4.86071E+05
1344,0,0,0,4.56619E+06
1345,0,0,0,1.63361E+05
1347,0,0,0,4.99949E+05
1349,0,0,0,2.65045E+08
1350,0,0,0,2.99679E+08
1352,0,0,0,1.08574E+06
1353,0,0,0,7.17670E+04
1354,0,0,0,1.58475E+06
1355,0,0,0,3.21674E+06
1356,0,0,0,1.20240E+05
1357,0,0,0,9.71890E+06
1359,0,0,0,3.62233E+06
1360,0,0,0,7.91690E+05
1363,0,0,0,2.59349E+06
1365,0,0,0,1.37976E+06
1366,0,0,0,4.12157E+05
1367,0,0,0,1.00949E+07
1369,0,0,0,6.04974E+06
1371,0,0,0,2.66572E+06
1372,0,0,0,6.82216E+06
1373,0,0,0,3.64103E+06
1374,0,0,0,9.42301E+06
1375,0,0,0,2.07801E+07
1377,0,0,0,6.72324E+05
1379,0,0,0,4.16277E+06
1382,0,0,0,8.04910E+05
1384,0,0,0,1.87424E+07
1386,0,0,0,5.07817E+04
1387,0,0,0,6.44090E+07
1390,0,0,0,8.85599E+05
1395,0,0,0,5.86359E+04
1397,0,0,0,1.00279E+07
1398,0,0,0,2.63909E+04
1399,0,0,0,8.67858E+05
1400,0,0,0,3.76472E+07
1402,0,0,0,1.95348E+07
1403,0,0,0,1.72544E+04
1404,0,0,0,1.56265E+07
1405,0,0,0,7.02382E+06
1408,0,0,0,1.10383E+05
1411,0,0,0,1.33369E+08
1413,0,0,0,9.85805E+05
1414,0,0,0,1.96668E+07
1415,0,0,0,2.71025E+06
