eid,aid,mainshock,mag,lon,lat,depth
306,98,smf_E1,4.58327601408,-123.455826602,47.3171200895,17.0104192158
307,99,smf_E1,5.17942882382,-123.268053788,47.602733712,8.753418451
308,100,smf_E1,4.60660264228,-123.018262521,47.5224386752,7.41953844515
309,101,smf_E1,5.06405175753,-123.63944741,47.4463629161,14.6703243339
310,102,smf_E1,5.1652862795,-123.469773118,47.4608732617,14.7251210533
311,103,smf_E1,4.87341956673,-122.982932566,47.5402841429,18.4180998286
312,104,smf_E1,4.86838341344,-123.33620937,47.4745047507,4.25513098325
313,105,smf_E1,4.53182266111,-123.51301059,47.4638848115,17.6486505939
314,106,smf_E1,4.56034308418,-123.834745321,47.3090448097,12.3360347672
315,107,smf_E1,4.64271196797,-123.017157137,47.5963724083,13.9408334268
316,108,smf_E1,4.79101104868,-123.368044696,47.5854162082,5.46194304898
317,109,smf_E1,5.5377583858,-123.806436479,47.2851778645,10.921838926
318,110,smf_E1,4.70637559104,-123.623489687,47.3606665143,7.63683851582
319,111,smf_E1,5.09041076495,-123.143711507,47.4411680479,8.06760048132
320,112,smf_E1,5.76386184287,-123.904164756,47.3569794561,12.0655218348
321,113,smf_E1,4.65894986961,-123.384687898,47.3637527963,16.9992952064
322,114,smf_E1,4.90046672117,-123.462319924,47.4376641762,15.9004948823
323,115,smf_E1,4.70572016897,-124.035546839,47.2719102904,13.4559993454
324,116,smf_E1,5.39048035166,-123.847381727,47.1730464249,12.6306910841
325,117,smf_E1,4.75140490206,-123.306966571,47.5042741146,10.8368966918
326,118,smf_E1,5.25384340325,-123.024922764,47.5359381491,19.563359577
327,119,smf_E1,5.13277199402,-123.319269992,47.5707239342,12.9630808677
328,0,SWIF_EQ1,7.257344989184634,-122.557555533,47.9506384355,9.82982452149
329,1,SWIF_EQ1,6.13934374446,-121.715109408,47.3297379555,14.4899180871
330,2,SWIF_EQ1,4.92214870302,-122.334982469,47.7366023736,11.3056147873
331,3,SWIF_EQ1,4.58775470236,-121.995889074,47.7224281317,13.9232773111
332,4,SWIF_EQ1,5.46231048443,-122.845197369,47.9396792306,7.83367716671
333,5,SWIF_EQ1,5.08154740815,-123.698549712,48.5353090335,10.950318302
334,6,SWIF_EQ1,5.17082664202,-122.212067271,47.7675330767,7.36321943124
335,7,SWIF_EQ1,4.63483304485,-122.164098006,47.847319063,18.0048825081
336,8,SWIF_EQ1,5.48086210044,-123.399191424,48.4177286736,11.8073767207
337,9,SWIF_EQ1,4.67534483962,-122.552426471,48.071139716,7.59970264918
338,10,SWIF_EQ1,5.59315599767,-121.68709608,47.4654402066,4.65933913186
339,11,SWIF_EQ1,4.60382134134,-123.189665639,48.3473422969,14.8118186345
340,12,SWIF_EQ1,4.65520772893,-122.707883185,47.9539702778,7.43431542384
341,13,SWIF_EQ1,4.51070357852,-122.561550491,48.0673668672,19.8333150771
342,14,SWIF_EQ1,4.86542483444,-121.964694112,47.4831675959,12.5392059746
343,15,SWIF_EQ1,4.59389402898,-121.800629278,47.5727771214,8.62363193997
344,16,SWIF_EQ1,4.71976329755,-121.964806916,47.6250818725,14.5228389407
345,17,SWIF_EQ1,4.76632567107,-122.93981064,48.0684457228,8.40351877501
346,18,SWIF_EQ1,4.8228157144,-123.479082354,48.4275563082,17.1243887026
347,19,SWIF_EQ1,4.87653790781,-122.84636711,48.1898918054,8.93177681488
348,20,SWIF_EQ1,5.6766302214,-122.118955307,47.7383213677,19.8119637183
349,21,SWIF_EQ1,5.32503823789,-122.046459776,47.726041433,13.6823165671
350,22,SWIF_EQ1,5.16786301416,-121.600299004,47.3489950517,17.5105783831
351,23,SWIF_EQ1,4.82312228508,-122.616052644,48.0483462037,5.16504751325
352,24,SWIF_EQ1,5.74733058026,-122.319439889,47.7260935994,9.57279067818
353,25,SWIF_EQ1,4.78913822012,-122.489698999,47.8803309027,15.7997933787
