asset,lon,lat,taxonomy,number,structural,contents,area
53067012520-RM1L-MC,-122.60700,46.82936,RM1L-MC,32.3,8484,4243,57
53067012520-W1-MC,-122.60700,46.82936,W1-MC,1622.2,421309,210680,2854
53033024000-C2L-PC,-122.20421,47.62738,C2L-PC,0.5,620,310,4
53033024000-C3L-PC,-122.20421,47.62738,C3L-PC,3.1,3746,1874,22
53033024000-MH-PC,-122.20421,47.62738,MH-PC,0.8,391,196,3
53033024000-RM1L-PC,-122.20421,47.62738,RM1L-PC,2.1,1308,654,8
53033024000-S3-PC,-122.20421,47.62738,S3-PC,0.1,185,92,1
53033024000-W1-PC,-122.20421,47.62738,W1-PC,79.3,30295,15150,181
53033024000-C2L-MC,-122.20421,47.62738,C2L-MC,12.0,15723,7864,92
53033024000-MH-MC,-122.20421,47.62738,MH-MC,19.3,9901,4956,67
53033024000-RM1L-MC,-122.20421,47.62738,RM1L-MC,53.1,33144,16577,196
53033024000-S1L-MC,-122.20421,47.62738,S1L-MC,0.1,371,185,2
53033024000-S3-MC,-122.20421,47.62738,S3-MC,3.8,4686,2344,28
53033024000-S4L-MC,-122.20421,47.62738,S4L-MC,0.2,423,212,2
53033024000-W1-MC,-122.20421,47.62738,W1-MC,2009.0,767727,383922,4595
53067012610-MH-PC,-122.86840,46.88398,MH-PC,13.6,698,350,14
53067012610-RM1L-PC,-122.86840,46.88398,RM1L-PC,0.9,255,128,2
53067012610-W1-PC,-122.86840,46.88398,W1-PC,45.1,12122,6062,81
53067012610-MH-LC,-122.86840,46.88398,MH-LC,113.7,5818,2915,113
53067012610-RM1L-LC,-122.86840,46.88398,RM1L-LC,7.8,2127,1064,14
53067012610-W1-LC,-122.86840,46.88398,W1-LC,376.0,101098,50556,672
53067012610-C2L-MC,-122.86840,46.88398,C2L-MC,0.9,326,163,2
53067012610-MH-MC,-122.86840,46.88398,MH-MC,418.1,21388,10716,416
53067012610-RM1L-MC,-122.86840,46.88398,RM1L-MC,28.6,7821,3911,52
53067012610-W1-MC,-122.86840,46.88398,W1-MC,1382.4,371661,185856,2469
53035080200-C3L-PC,-122.62128,47.59760,C3L-PC,2.1,743,371,7
53035080200-MH-PC,-122.62128,47.59760,MH-PC,2.1,156,79,2
53035080200-RM1L-PC,-122.62128,47.59760,RM1L-PC,1.1,268,134,2
53035080200-W1-PC,-122.62128,47.59760,W1-PC,42.4,7440,3720,68
53035080200-C2L-MC,-122.62128,47.59760,C2L-MC,7.5,3547,1775,26
53035080200-MH-MC,-122.62128,47.59760,MH-MC,57.2,4185,2105,66
53035080200-RM1L-MC,-122.62128,47.59760,RM1L-MC,28.9,7181,3592,60
53035080200-S3-MC,-122.62128,47.59760,S3-MC,2.1,739,370,7
53035080200-W1-MC,-122.62128,47.59760,W1-MC,1135.7,199213,99626,1817
53033032203-RM1L-PC,-122.06947,47.59545,RM1L-PC,1.3,518,259,3
53033032203-W1-PC,-122.06947,47.59545,W1-PC,62.8,23678,11840,128
53033032203-C2L-MC,-122.06947,47.59545,C2L-MC,1.1,1577,789,8
53033032203-MH-MC,-122.06947,47.59545,MH-MC,13.9,1101,555,16
53033032203-RM1L-MC,-122.06947,47.59545,RM1L-MC,46.4,18665,9333,101
53033032203-S3-MC,-122.06947,47.59545,S3-MC,0.1,166,83,1
53033032203-S4L-MC,-122.06947,47.59545,S4L-MC,0.2,253,127,1
53033032203-W1-MC,-122.06947,47.59545,W1-MC,2263.0,853289,426668,4611
53067012620-C2L-PC,-122.82048,46.81534,C2L-PC,0.5,292,146,2
53067012620-C3L-PC,-122.82048,46.81534,C3L-PC,0.3,193,97,1
53067012620-MH-PC,-122.82048,46.81534,MH-PC,67.6,3628,1820,68
53067012620-RM1L-PC,-122.82048,46.81534,RM1L-PC,4.9,1237,619,9
53067012620-W1-PC,-122.82048,46.81534,W1-PC,245.0,51507,25765,403
53067012620-C2L-LC,-122.82048,46.81534,C2L-LC,0.6,329,165,2
53067012620-C3L-LC,-122.82048,46.81534,C3L-LC,0.4,217,109,1
53067012620-MH-LC,-122.82048,46.81534,MH-LC,76.1,4084,2049,77
53067012620-RM1L-LC,-122.82048,46.81534,RM1L-LC,5.5,1392,697,10
53067012620-W1-LC,-122.82048,46.81534,W1-LC,275.8,57980,29003,454
53067012620-C2L-MC,-122.82048,46.81534,C2L-MC,1.7,978,490,6
53067012620-MH-MC,-122.82048,46.81534,MH-MC,226.0,12134,6087,228
53067012620-RM1L-MC,-122.82048,46.81534,RM1L-MC,16.5,4135,2069,31
53067012620-S3-MC,-122.82048,46.81534,S3-MC,0.5,302,151,2
53067012620-W1-MC,-122.82048,46.81534,W1-MC,819.5,172252,86164,1349
53033032207-C3L-PC,-122.06030,47.58349,C3L-PC,0.2,171,86,1
53033032207-RM1L-PC,-122.06030,47.58349,RM1L-PC,1.0,444,222,2
53033032207-W1-PC,-122.06030,47.58349,W1-PC,49.4,19591,9796,104
53033032207-C2L-MC,-122.06030,47.58349,C2L-MC,1.2,892,446,6
53033032207-MH-MC,-122.06030,47.58349,MH-MC,0.8,536,268,4
53033032207-RM1L-MC,-122.06030,47.58349,RM1L-MC,21.8,9212,4607,50
53033032207-S3-MC,-122.06030,47.58349,S3-MC,0.4,256,128,2
53033032207-W1-MC,-122.06030,47.58349,W1-MC,1026.4,406717,203369,2149
53033032208-C2L-MC,-122.04615,47.56058,C2L-MC,16.4,23835,11921,138
53033032208-MH-MC,-122.04615,47.56058,MH-MC,12.1,15082,7543,91
53033032208-RM1L-MC,-122.04615,47.56058,RM1L-MC,58.8,44448,22229,262
53033032208-S1L-MC,-122.04615,47.56058,S1L-MC,0.2,677,339,3
53033032208-S2L-MC,-122.04615,47.56058,S2L-MC,0.1,601,301,3
53033032208-S3-MC,-122.04615,47.56058,S3-MC,5.0,6191,3096,37
53033032208-S4L-MC,-122.04615,47.56058,S4L-MC,0.4,1234,617,6
53033032208-W1-MC,-122.04615,47.56058,W1-MC,1885.4,756389,378249,4598
53033032210-C3L-PC,-121.96405,47.55118,C3L-PC,0.8,1130,565,7
53033032210-RM1L-PC,-121.96405,47.55118,RM1L-PC,0.7,325,163,2
53033032210-W1-PC,-121.96405,47.55118,W1-PC,32.7,11905,5953,68
53033032210-C2L-MC,-121.96405,47.55118,C2L-MC,5.0,6689,3348,39
53033032210-MH-MC,-121.96405,47.55118,MH-MC,16.7,5960,2986,44
53033032210-RM1L-MC,-121.96405,47.55118,RM1L-MC,71.9,32191,16101,184
53033032210-S3-MC,-121.96405,47.55118,S3-MC,1.6,2150,1076,13
53033032210-W1-MC,-121.96405,47.55118,W1-MC,3237.5,1178627,589385,6709
53033032211-C2L-MC,-122.01936,47.57982,C2L-MC,3.5,3206,1604,20
53033032211-MH-MC,-122.01936,47.57982,MH-MC,2.7,2416,1209,16
53033032211-RM1L-MC,-122.01936,47.57982,RM1L-MC,31.8,13476,6739,81
53033032211-S3-MC,-122.01936,47.57982,S3-MC,1.1,989,494,6
53033032211-W1-MC,-122.01936,47.57982,W1-MC,1347.8,468751,234391,2763
53033032212-C3L-PC,-122.00829,47.56950,C3L-PC,0.8,1114,557,7
53033032212-RM1L-PC,-122.00829,47.56950,RM1L-PC,0.4,214,107,1
53033032212-W1-PC,-122.00829,47.56950,W1-PC,19.3,6960,3480,41
53033032212-C2L-MC,-122.00829,47.56950,C2L-MC,4.8,6428,3215,39
53033032212-MH-MC,-122.00829,47.56950,MH-MC,4.0,5335,2668,32
53033032212-RM1L-MC,-122.00829,47.56950,RM1L-MC,49.1,23575,11789,139
53033032212-S3-MC,-122.00829,47.56950,S3-MC,1.6,2143,1072,13
53033032212-W1-MC,-122.00829,47.56950,W1-MC,2123.3,766424,383235,4474
53033032213-C3L-PC,-121.98872,47.58680,C3L-PC,0.4,277,139,2
53033032213-W1-PC,-121.98872,47.58680,W1-PC,6.1,2262,1131,13
53033032213-C2L-MC,-121.98872,47.58680,C2L-MC,2.1,1621,811,10
53033032213-MH-MC,-121.98872,47.58680,MH-MC,16.4,1931,969,22
53033032213-RM1L-MC,-121.98872,47.58680,RM1L-MC,26.9,10986,5494,62
53033032213-S3-MC,-121.98872,47.58680,S3-MC,0.6,483,242,3
53033032213-W1-MC,-121.98872,47.58680,W1-MC,1212.7,449769,224900,2492
53033032214-C2L-MC,-122.02150,47.60288,C2L-MC,1.5,1595,798,9
53033032214-MH-MC,-122.02150,47.60288,MH-MC,15.0,1829,918,20
53033032214-RM1L-MC,-122.02150,47.60288,RM1L-MC,38.4,16484,8243,88
53033032214-S3-MC,-122.02150,47.60288,S3-MC,0.4,451,226,3
53033032214-W1-MC,-122.02150,47.60288,W1-MC,1795.7,713941,356990,3760
53033032215-RM1L-MC,-121.98651,47.60622,RM1L-MC,27.5,10778,5389,57
53033032215-W1-MC,-121.98651,47.60622,W1-MC,1348.5,528138,264080,2775
53033008900-C2L-PC,-122.28504,47.60104,C2L-PC,4.7,4972,2487,28
53033008900-C3L-PC,-122.28504,47.60104,C3L-PC,4.5,2558,1280,17
53033008900-MH-PC,-122.28504,47.60104,MH-PC,2.9,1620,810,11
53033008900-RM1L-PC,-122.28504,47.60104,RM1L-PC,12.7,7091,3547,42
53033008900-S1L-PC,-122.28504,47.60104,S1L-PC,0.1,380,190,2
53033008900-S2L-PC,-122.28504,47.60104,S2L-PC,0.1,209,105,1
53033008900-S3-PC,-122.28504,47.60104,S3-PC,1.3,754,377,5
53033008900-S4L-PC,-122.28504,47.60104,S4L-PC,0.1,294,147,1
53033008900-W1-PC,-122.28504,47.60104,W1-PC,535.3,176653,88350,1121
53033008900-C2L-MC,-122.28504,47.60104,C2L-MC,7.6,8010,4007,46
53033008900-MH-MC,-122.28504,47.60104,MH-MC,4.6,2609,1306,18
53033008900-RM1L-MC,-122.28504,47.60104,RM1L-MC,20.4,11423,5713,68
53033008900-S1L-MC,-122.28504,47.60104,S1L-MC,0.2,611,306,3
53033008900-S2L-MC,-122.28504,47.60104,S2L-MC,0.1,337,169,2
53033008900-S3-MC,-122.28504,47.60104,S3-MC,2.1,1215,608,8
53033008900-S4L-MC,-122.28504,47.60104,S4L-MC,0.1,473,237,2
53033008900-W1-MC,-122.28504,47.60104,W1-MC,862.4,284582,142329,1807
53073001000-C2L-PC,-122.47980,48.73692,C2L-PC,11.6,40895,20448,198
53073001000-C3L-PC,-122.47980,48.73692,C3L-PC,2.7,2592,1296,15
53073001000-MH-PC,-122.47980,48.73692,MH-PC,27.8,3886,1946,40
53073001000-RM1L-PC,-122.47980,48.73692,RM1L-PC,11.2,24228,12115,121
53073001000-S1L-PC,-122.47980,48.73692,S1L-PC,1.2,5978,2989,28
53073001000-S2L-PC,-122.47980,48.73692,S2L-PC,0.6,2803,1401,13
53073001000-S3-PC,-122.47980,48.73692,S3-PC,1.3,1284,642,8
53073001000-S4L-PC,-122.47980,48.73692,S4L-PC,0.9,4194,2097,20
53073001000-W1-PC,-122.47980,48.73692,W1-PC,266.0,125661,62849,795
53073001000-C2L-LC,-122.47980,48.73692,C2L-LC,5.1,18147,9074,88
53073001000-C3L-LC,-122.47980,48.73692,C3L-LC,1.2,1150,575,7
53073001000-MH-LC,-122.47980,48.73692,MH-LC,12.3,1725,864,18
53073001000-RM1L-LC,-122.47980,48.73692,RM1L-LC,5.0,10751,5376,54
53073001000-S1L-LC,-122.47980,48.73692,S1L-LC,0.6,2653,1326,13
53073001000-S2L-LC,-122.47980,48.73692,S2L-LC,0.3,1244,622,6
53073001000-S3-LC,-122.47980,48.73692,S3-LC,0.6,570,285,3
53073001000-S4L-LC,-122.47980,48.73692,S4L-LC,0.4,1861,931,9
53073001000-W1-LC,-122.47980,48.73692,W1-LC,118.1,55760,27888,353
53073001000-C2L-MC,-122.47980,48.73692,C2L-MC,7.9,27871,13936,135
53073001000-MH-MC,-122.47980,48.73692,MH-MC,18.9,2649,1326,28
53073001000-RM1L-MC,-122.47980,48.73692,RM1L-MC,7.6,16512,8257,83
53073001000-S1L-MC,-122.47980,48.73692,S1L-MC,0.8,4074,2037,19
53073001000-S2L-MC,-122.47980,48.73692,S2L-MC,0.4,1910,955,9
53073001000-S3-MC,-122.47980,48.73692,S3-MC,0.9,875,438,5
53073001000-S4L-MC,-122.47980,48.73692,S4L-MC,0.6,2858,1429,14
53073001000-W1-MC,-122.47980,48.73692,W1-MC,181.3,85642,42833,542
53057952301-C2L-PC,-122.30259,48.43555,C2L-PC,0.1,199,99,1
53057952301-C3L-PC,-122.30259,48.43555,C3L-PC,0.1,192,96,1
53057952301-MH-PC,-122.30259,48.43555,MH-PC,8.6,546,273,9
53057952301-RM1L-PC,-122.30259,48.43555,RM1L-PC,0.4,322,161,2
53057952301-W1-PC,-122.30259,48.43555,W1-PC,16.3,4803,2402,35
53057952301-C2L-LC,-122.30259,48.43555,C2L-LC,0.4,787,393,4
53057952301-C3L-LC,-122.30259,48.43555,C3L-LC,0.5,760,380,5
53057952301-MH-LC,-122.30259,48.43555,MH-LC,33.9,2164,1083,36
53057952301-RM1L-LC,-122.30259,48.43555,RM1L-LC,1.8,1275,637,8
53057952301-S3-LC,-122.30259,48.43555,S3-LC,0.1,183,92,1
53057952301-W1-LC,-122.30259,48.43555,W1-LC,64.7,19035,9519,138
53057952301-C2L-MC,-122.30259,48.43555,C2L-MC,3.2,6375,3188,36
53057952301-MH-MC,-122.30259,48.43555,MH-MC,274.8,17535,8771,293
53057952301-RM1L-MC,-122.30259,48.43555,RM1L-MC,14.4,10327,5164,64
53057952301-S1L-MC,-122.30259,48.43555,S1L-MC,0.1,247,124,1
53057952301-S2L-MC,-122.30259,48.43555,S2L-MC,0.1,239,119,1
53057952301-S3-MC,-122.30259,48.43555,S3-MC,0.9,1483,742,9
53057952301-S4L-MC,-122.30259,48.43555,S4L-MC,0.1,457,229,2
53057952301-W1-MC,-122.30259,48.43555,W1-MC,524.4,154240,77128,1116
53057952302-C2L-PC,-122.28344,48.44841,C2L-PC,0.5,385,192,2
53057952302-C3L-PC,-122.28344,48.44841,C3L-PC,0.3,297,148,2
53057952302-MH-PC,-122.28344,48.44841,MH-PC,1.9,377,189,3
53057952302-RM1L-PC,-122.28344,48.44841,RM1L-PC,2.9,1070,535,7
53057952302-W1-PC,-122.28344,48.44841,W1-PC,119.9,30859,15432,220
53057952302-C2L-LC,-122.28344,48.44841,C2L-LC,1.9,1649,825,10
53057952302-C3L-LC,-122.28344,48.44841,C3L-LC,1.5,1272,636,8
53057952302-MH-LC,-122.28344,48.44841,MH-LC,8.0,1617,811,14
53057952302-RM1L-LC,-122.28344,48.44841,RM1L-LC,12.4,4589,2295,31
53057952302-S3-LC,-122.28344,48.44841,S3-LC,0.6,537,269,3
53057952302-W1-LC,-122.28344,48.44841,W1-LC,514.2,132337,66177,944
53057952302-C2L-MC,-122.28344,48.44841,C2L-MC,6.3,5362,2682,33
53057952302-MH-MC,-122.28344,48.44841,MH-MC,25.9,5257,2635,47
53057952302-RM1L-MC,-122.28344,48.44841,RM1L-MC,40.2,14919,7461,100
53057952302-S3-MC,-122.28344,48.44841,S3-MC,2.0,1747,874,11
53057952302-W1-MC,-122.28344,48.44841,W1-MC,1671.6,430244,215151,3068
53061040700-C2L-PC,-122.19713,47.97319,C2L-PC,4.5,9089,4545,47
53061040700-C3L-PC,-122.19713,47.97319,C3L-PC,1.8,2143,1072,13
53061040700-MH-PC,-122.19713,47.97319,MH-PC,5.3,2559,1281,17
53061040700-RM1L-PC,-122.19713,47.97319,RM1L-PC,7.4,8240,4121,45
53061040700-S1L-PC,-122.19713,47.97319,S1L-PC,0.3,904,452,4
53061040700-S2L-PC,-122.19713,47.97319,S2L-PC,0.1,516,258,2
53061040700-S3-PC,-122.19713,47.97319,S3-PC,1.0,1128,564,7
53061040700-S4L-PC,-122.19713,47.97319,S4L-PC,0.2,749,374,4
53061040700-W1-PC,-122.19713,47.97319,W1-PC,226.3,94786,47404,618
53061040700-C2L-LC,-122.19713,47.97319,C2L-LC,4.2,8507,4254,44
53061040700-C3L-LC,-122.19713,47.97319,C3L-LC,1.7,2006,1003,12
53061040700-MH-LC,-122.19713,47.97319,MH-LC,5.0,2395,1199,16
53061040700-RM1L-LC,-122.19713,47.97319,RM1L-LC,6.9,7713,3857,42
53061040700-S1L-LC,-122.19713,47.97319,S1L-LC,0.2,846,423,4
53061040700-S2L-LC,-122.19713,47.97319,S2L-LC,0.1,483,242,2
53061040700-S3-LC,-122.19713,47.97319,S3-LC,0.9,1056,528,6
53061040700-S4L-LC,-122.19713,47.97319,S4L-LC,0.2,701,350,3
53061040700-W1-LC,-122.19713,47.97319,W1-LC,211.8,88718,44369,579
53061040700-C2L-MC,-122.19713,47.97319,C2L-MC,5.0,10086,5044,52
53061040700-MH-MC,-122.19713,47.97319,MH-MC,5.9,2840,1422,19
53061040700-RM1L-MC,-122.19713,47.97319,RM1L-MC,8.2,9144,4573,50
53061040700-S1L-MC,-122.19713,47.97319,S1L-MC,0.3,1003,502,5
53061040700-S2L-MC,-122.19713,47.97319,S2L-MC,0.2,573,287,3
53061040700-S3-MC,-122.19713,47.97319,S3-MC,1.1,1252,626,7
53061040700-S4L-MC,-122.19713,47.97319,S4L-MC,0.2,831,416,4
53061040700-W1-MC,-122.19713,47.97319,W1-MC,251.2,105190,52607,686
53053061700-C2L-PC,-122.45845,47.23785,C2L-PC,2.5,2042,1022,12
53053061700-C3L-PC,-122.45845,47.23785,C3L-PC,1.4,1053,527,7
53053061700-MH-PC,-122.45845,47.23785,MH-PC,1.5,1106,553,7
53053061700-RM1L-PC,-122.45845,47.23785,RM1L-PC,9.1,3163,1582,23
53053061700-S3-PC,-122.45845,47.23785,S3-PC,0.7,510,255,3
53053061700-W1-PC,-122.45845,47.23785,W1-PC,442.9,94654,47337,769
53053061700-C2L-LC,-122.45845,47.23785,C2L-LC,2.1,1711,856,10
53053061700-C3L-LC,-122.45845,47.23785,C3L-LC,1.2,882,441,6
53053061700-MH-LC,-122.45845,47.23785,MH-LC,1.2,926,463,6
53053061700-RM1L-LC,-122.45845,47.23785,RM1L-LC,7.6,2650,1325,19
53053061700-S3-LC,-122.45845,47.23785,S3-LC,0.6,427,214,3
53053061700-W1-LC,-122.45845,47.23785,W1-LC,371.1,79293,39655,645
53053061700-C2L-MC,-122.45845,47.23785,C2L-MC,2.7,2218,1110,14
53053061700-MH-MC,-122.45845,47.23785,MH-MC,1.6,1201,601,8
53053061700-RM1L-MC,-122.45845,47.23785,RM1L-MC,9.9,3436,1719,25
53053061700-S3-MC,-122.45845,47.23785,S3-MC,0.7,554,277,4
53053061700-W1-MC,-122.45845,47.23785,W1-MC,481.1,102818,51420,836
53063010304-MH-PC,-117.42557,47.99513,MH-PC,61.5,3137,1571,61
53063010304-RM1L-PC,-117.42557,47.99513,RM1L-PC,1.6,380,190,3
53063010304-W1-PC,-117.42557,47.99513,W1-PC,80.2,16101,8053,128
53063010304-C2L-LC,-117.42557,47.99513,C2L-LC,0.9,1031,516,6
53063010304-MH-LC,-117.42557,47.99513,MH-LC,929.7,47459,23763,925
53063010304-RM1L-LC,-117.42557,47.99513,RM1L-LC,24.9,5743,2873,43
53063010304-S4L-LC,-117.42557,47.99513,S4L-LC,0.2,216,108,1
53063010304-W1-LC,-117.42557,47.99513,W1-LC,1214.1,243595,121830,1934
53043960400-C2L-PC,-118.36628,47.39769,C2L-PC,1.2,1206,603,7
53043960400-MH-PC,-118.36628,47.39769,MH-PC,117.6,6091,3098,118
53043960400-RM1L-PC,-118.36628,47.39769,RM1L-PC,16.1,3610,1807,28
53043960400-W1-PC,-118.36628,47.39769,W1-PC,954.6,176359,88263,1480
53043960400-C2L-LC,-118.36628,47.39769,C2L-LC,0.5,468,234,3
53043960400-MH-LC,-118.36628,47.39769,MH-LC,45.7,2366,1203,46
53043960400-RM1L-LC,-118.36628,47.39769,RM1L-LC,6.3,1402,702,11
53043960400-W1-LC,-118.36628,47.39769,W1-LC,370.8,68509,34287,575
53033007700-C2L-PC,-122.29735,47.61912,C2L-PC,1.6,1927,964,11
53033007700-C3L-PC,-122.29735,47.61912,C3L-PC,1.7,1797,899,11
53033007700-MH-PC,-122.29735,47.61912,MH-PC,6.6,1408,707,12
53033007700-RM1L-PC,-122.29735,47.61912,RM1L-PC,11.9,4149,2075,28
53033007700-S3-PC,-122.29735,47.61912,S3-PC,0.5,531,266,3
53033007700-W1-PC,-122.29735,47.61912,W1-PC,661.9,160796,80415,1186
53033007700-C2L-MC,-122.29735,47.61912,C2L-MC,2.5,2976,1489,17
53033007700-MH-MC,-122.29735,47.61912,MH-MC,10.2,2175,1092,19
53033007700-RM1L-MC,-122.29735,47.61912,RM1L-MC,18.4,6408,3205,43
53033007700-S3-MC,-122.29735,47.61912,S3-MC,0.8,820,410,5
53033007700-W1-MC,-122.29735,47.61912,W1-MC,1022.4,248353,124203,1831
53015001700-MH-PC,-122.74972,46.13404,MH-PC,16.2,828,415,16
53015001700-RM1L-PC,-122.74972,46.13404,RM1L-PC,1.3,334,167,2
53015001700-W1-PC,-122.74972,46.13404,W1-PC,66.8,16906,8454,116
53015001700-MH-LC,-122.74972,46.13404,MH-LC,93.8,4793,2403,93
53015001700-RM1L-LC,-122.74972,46.13404,RM1L-LC,7.7,1933,966,13
53015001700-W1-LC,-122.74972,46.13404,W1-LC,386.5,97812,48912,672
53015001700-MH-MC,-122.74972,46.13404,MH-MC,275.5,14082,7060,274
53015001700-RM1L-MC,-122.74972,46.13404,RM1L-MC,22.5,5678,2840,39
53015001700-W1-MC,-122.74972,46.13404,W1-MC,1135.5,287399,143716,1976
53067012710-MH-PC,-122.95544,46.79690,MH-PC,6.1,323,162,6
53067012710-W1-PC,-122.95544,46.79690,W1-PC,24.5,3970,1986,37
53067012710-MH-LC,-122.95544,46.79690,MH-LC,24.8,1315,660,25
53067012710-RM1L-LC,-122.95544,46.79690,RM1L-LC,2.4,418,209,4
53067012710-W1-LC,-122.95544,46.79690,W1-LC,99.9,16176,8091,149
53067012710-C2L-MC,-122.95544,46.79690,C2L-MC,1.9,405,203,4
53067012710-MH-MC,-122.95544,46.79690,MH-MC,121.1,6430,3226,122
53067012710-RM1L-MC,-122.95544,46.79690,RM1L-MC,11.9,2046,1024,19
53067012710-S3-MC,-122.95544,46.79690,S3-MC,0.6,135,68,1
53067012710-W1-MC,-122.95544,46.79690,W1-MC,488.4,79094,39561,727
53035080300-C2L-PC,-122.62195,47.58303,C2L-PC,0.6,755,377,4
53035080300-C3L-PC,-122.62195,47.58303,C3L-PC,3.3,3143,1572,20
53035080300-MH-PC,-122.62195,47.58303,MH-PC,0.4,368,184,2
53035080300-RM1L-PC,-122.62195,47.58303,RM1L-PC,1.2,916,458,6
53035080300-S3-PC,-122.62195,47.58303,S3-PC,0.2,173,86,1
53035080300-W1-PC,-122.62195,47.58303,W1-PC,39.1,13050,6526,96
53035080300-C2L-MC,-122.62195,47.58303,C2L-MC,8.8,11047,5524,65
53035080300-MH-MC,-122.62195,47.58303,MH-MC,5.6,5386,2693,34
53035080300-RM1L-MC,-122.62195,47.58303,RM1L-MC,18.0,13415,6709,84
53035080300-S1L-MC,-122.62195,47.58303,S1L-MC,0.1,496,248,2
53035080300-S2L-MC,-122.62195,47.58303,S2L-MC,0.1,296,148,1
53035080300-S3-MC,-122.62195,47.58303,S3-MC,2.6,2527,1264,16
53035080300-S4L-MC,-122.62195,47.58303,S4L-MC,0.1,425,213,2
53035080300-W1-MC,-122.62195,47.58303,W1-MC,572.6,191056,95551,1405
53067012720-MH-PC,-123.07563,46.78687,MH-PC,41.5,2146,1075,41
53067012720-RM1L-PC,-123.07563,46.78687,RM1L-PC,2.5,591,296,4
53067012720-W1-PC,-123.07563,46.78687,W1-PC,125.5,24683,12345,199
53067012720-C2L-LC,-123.07563,46.78687,C2L-LC,0.2,297,149,2
53067012720-MH-LC,-123.07563,46.78687,MH-LC,104.1,5379,2695,104
53067012720-RM1L-LC,-123.07563,46.78687,RM1L-LC,6.3,1483,742,11
53067012720-W1-LC,-123.07563,46.78687,W1-LC,314.5,61877,30947,499
53067012720-C2L-MC,-123.07563,46.78687,C2L-MC,0.9,1206,603,7
53067012720-MH-MC,-123.07563,46.78687,MH-MC,422.7,21840,10943,422
53067012720-RM1L-MC,-123.07563,46.78687,RM1L-MC,25.6,6020,3011,46
53067012720-W1-MC,-123.07563,46.78687,W1-MC,1276.8,251229,125646,2027
53053060200-C2L-PC,-122.40784,47.26685,C2L-PC,0.3,960,480,5
53053060200-C3L-PC,-122.40784,47.26685,C3L-PC,0.1,317,158,2
53053060200-MH-PC,-122.40784,47.26685,MH-PC,1.1,264,132,2
53053060200-RM1L-PC,-122.40784,47.26685,RM1L-PC,0.6,1084,542,6
53053060200-W1-PC,-122.40784,47.26685,W1-PC,18.2,8324,4162,53
53053060200-C2L-LC,-122.40784,47.26685,C2L-LC,0.3,1031,516,5
53053060200-C3L-LC,-122.40784,47.26685,C3L-LC,0.1,340,170,2
53053060200-MH-LC,-122.40784,47.26685,MH-LC,1.2,283,142,2
53053060200-RM1L-LC,-122.40784,47.26685,RM1L-LC,0.7,1164,582,6
53053060200-W1-LC,-122.40784,47.26685,W1-LC,19.5,8938,4469,57
53053060200-C2L-MC,-122.40784,47.26685,C2L-MC,2.6,8922,4461,46
53053060200-MH-MC,-122.40784,47.26685,MH-MC,10.3,2450,1227,21
53053060200-RM1L-MC,-122.40784,47.26685,RM1L-MC,5.8,10069,5035,54
53053060200-S1L-MC,-122.40784,47.26685,S1L-MC,0.3,907,454,4
53053060200-S2L-MC,-122.40784,47.26685,S2L-MC,0.2,667,333,3
53053060200-S3-MC,-122.40784,47.26685,S3-MC,0.2,877,438,5
53053060200-S4L-MC,-122.40784,47.26685,S4L-MC,0.4,1401,701,7
53053060200-W1-MC,-122.40784,47.26685,W1-MC,168.7,77324,38665,492
53033032307-RM1L-PC,-122.09076,47.75801,RM1L-PC,0.6,228,114,1
53033032307-W1-PC,-122.09076,47.75801,W1-PC,30.0,10805,5403,60
53033032307-MH-LC,-122.09076,47.75801,MH-LC,7.9,517,261,8
53033032307-RM1L-LC,-122.09076,47.75801,RM1L-LC,15.7,5765,2883,32
53033032307-W1-LC,-122.09076,47.75801,W1-LC,757.7,273216,136618,1515
53033032307-C2L-MC,-122.09076,47.75801,C2L-MC,0.5,307,154,2
53033032307-MH-MC,-122.09076,47.75801,MH-MC,14.1,924,467,15
53033032307-RM1L-MC,-122.09076,47.75801,RM1L-MC,28.1,10309,5155,57
53033032307-W1-MC,-122.09076,47.75801,W1-MC,1354.9,488547,244292,2709
53033032309-C3L-PC,-122.13382,47.68562,C3L-PC,1.7,3174,1587,18
53033032309-RM1L-PC,-122.13382,47.68562,RM1L-PC,0.2,253,127,1
53033032309-W1-PC,-122.13382,47.68562,W1-PC,5.1,2808,1404,17
53033032309-C2L-MC,-122.13382,47.68562,C2L-MC,11.8,24524,12264,135
53033032309-MH-MC,-122.13382,47.68562,MH-MC,8.3,15285,7644,88
53033032309-RM1L-MC,-122.13382,47.68562,RM1L-MC,32.2,41998,21002,234
53033032309-S1L-MC,-122.13382,47.68562,S1L-MC,0.2,632,316,3
53033032309-S2L-MC,-122.13382,47.68562,S2L-MC,0.2,547,273,3
53033032309-S3-MC,-122.13382,47.68562,S3-MC,3.3,6204,3103,36
53033032309-S4L-MC,-122.13382,47.68562,S4L-MC,0.4,1162,581,6
53033032309-W1-MC,-122.13382,47.68562,W1-MC,854.3,466086,233079,2774
53033032311-W1-PC,-122.03875,47.75150,W1-PC,21.4,7595,3798,43
53033032311-MH-LC,-122.03875,47.75150,MH-LC,16.0,878,441,16
53033032311-RM1L-LC,-122.03875,47.75150,RM1L-LC,9.8,3555,1778,20
53033032311-W1-LC,-122.03875,47.75150,W1-LC,468.1,166397,83205,931
