-124.6354,48.33386
-124.53484,47.73182
-124.41166,48.17973
-124.3708,47.94497
-124.31815,48.01305
-124.26556,47.16396
-124.14037,47.41918
-124.11748,47.1038
-124.00814,46.98765
-123.96771,46.87102
-123.93881,48.23118
-123.8907,47.02898
-123.85548,47.01453
-123.84001,46.9686
-123.82852,46.98858
-123.82324,48.00379
-123.80566,47.74224
-123.8016,47.28045
-123.79256,46.98092
-123.79231,46.94842
-123.70609,46.97602
-123.58847,47.15623
-123.49156,48.11666
-123.47192,46.88384
-123.46271,48.11779
-123.44521,48.11441
-123.43935,48.07921
-123.43497,47.02264
-123.42872,48.11197
-123.41137,48.10002
-123.37,48.10424
-123.3651,47.93062
-123.34779,48.071
-123.31282,47.46138
-123.28047,47.28094
-123.2725,47.04002
-123.23343,48.10674
-123.19206,47.99161
-123.16911,48.11716
-123.16675,47.11823
-123.15757,47.33332
-123.15212,47.24022
-123.11945,47.22446
-123.1165,48.06096
-123.11348,48.57126
-123.10828,47.20155
-123.10399,48.11057
-123.1004,48.07872
-123.09037,47.23357
-123.08482,46.96261
-123.07563,46.78687
-123.06883,47.31931
-123.06525,47.07958
-123.05879,46.85846
-123.05617,48.35289
-123.0297,48.98079
-123.01523,47.1895
-123.00811,47.97331
-122.98814,48.53109
-122.98608,47.44433
-122.9755,46.93722
-122.97184,46.99198
-122.96515,47.23065
-122.96359,47.2986
-122.9594,47.08815
-122.95544,46.7969
-122.94419,47.04172
-122.93737,46.99748
-122.9364,47.06702
-122.92807,47.01508
-122.92652,48.13073
-122.92449,47.05522
-122.92276,46.92991
-122.91748,47.03759
-122.91231,47.83926
-122.90519,46.98713
-122.90235,47.04528
-122.89039,48.64198
-122.8843,47.02428
-122.88129,47.06104
-122.87499,47.13552
-122.87345,47.04479
-122.87198,48.52194
-122.8684,46.88398
-122.8608,47.02875
-122.85719,47.00211
-122.85341,46.96886
-122.85044,47.56353
-122.84918,47.3936
-122.84704,47.09521
-122.83525,47.05837
-122.83507,47.02497
-122.83232,46.99761
-122.82048,46.81534
-122.81988,47.61521
-122.81617,47.04656
-122.81424,46.99226
-122.80926,47.02988
-122.808,48.96176
-122.80648,47.11377
-122.79977,48.13821
-122.79922,47.01074
-122.79911,46.99877
-122.79625,48.33956
-122.78548,48.88891
-122.77959,47.03193
-122.77953,47.05281
-122.77532,47.14377
-122.77411,48.13978
-122.76839,46.9958
-122.76445,48.90215
-122.76107,47.30842
-122.75324,47.05714
-122.75113,47.02762
-122.75062,47.3762
-122.74858,47.09343
-122.74383,48.22077
-122.74236,47.65224
-122.72195,47.4933
-122.72194,46.89221
-122.72063,47.43039
-122.71805,47.90535
-122.71688,46.95647
-122.71601,47.72455
-122.70748,48.27208
-122.70154,48.06309
-122.70089,47.64849
-122.6957,47.55459
-122.69144,47.58746
-122.68918,47.60192
-122.68442,47.20974
-122.68392,47.02757
-122.67947,48.69343
-122.67643,48.49146
-122.67508,47.29565
-122.67488,47.59173
-122.67453,47.64761
-122.67227,47.71559
-122.67204,47.78266
-122.67109,48.31853
-122.66915,47.55375
-122.66903,47.62893
-122.66839,48.33995
-122.66794,48.55847
-122.66581,48.29214
-122.66513,47.10391
-122.66454,47.67062
-122.6635,48.97338
-122.66329,48.30272
-122.66078,47.38469
-122.65758,47.56497
-122.65499,48.29009
-122.65223,47.61367
-122.65058,48.4926
-122.64969,48.1838
-122.64964,47.63969
-122.64946,47.57947
-122.64844,47.52899
-122.64821,47.59718
-122.64655,47.25769
-122.64536,47.74266
-122.64279,47.56722
-122.64179,47.43414
-122.63812,48.3015
-122.63788,47.59197
-122.63785,48.76736
-122.63598,48.5393
-122.63304,47.3409
-122.63175,47.67566
-122.63056,47.56082
-122.62676,47.74021
-122.625,47.51894
-122.62451,46.94857
-122.6243,48.51391
-122.62361,47.56638
-122.62294,47.30777
-122.62195,47.58303
-122.62128,47.5976
-122.61937,47.64258
-122.61746,48.39092
-122.61661,48.49541
-122.61505,47.28329
-122.6136,47.49519
-122.61314,47.16555
-122.61181,47.8017
-122.607,46.82936
-122.60669,47.09093
-122.60393,48.4541
-122.60383,48.49909
-122.60243,47.58587
-122.60212,47.60839
-122.60143,47.12932
-122.59937,47.37698
-122.59744,46.9295
-122.59641,47.52127
-122.59312,47.55386
-122.59085,47.16617
-122.58992,47.28777
-122.58654,48.87355
-122.58645,47.41501
-122.58604,48.07275
