GEOID10,INTPTLAT10,INTPTLON10
53061041500,+47.9358943,-122.1869829
53061041805,+47.9140418,-122.2226772
53061051602,+47.8340050,-122.3155946
53061042006,+47.8941034,-122.2989299
53061052606,+48.0041225,-122.0488908
53061052605,+48.0191053,-122.0667747
53061051912,+47.7858501,-122.1074077
53061052401,+47.9258660,-122.0952218
53061052107,+47.8242011,-122.1557842
53061052108,+47.8312189,-122.1027589
53061052904,+48.0510765,-122.1496770
53061041605,+47.9010872,-122.1958154
53061052207,+47.9021504,-121.8778153
53061052204,+47.8667668,-122.0183865
53061053802,+47.8662784,-121.8247780
53061041901,+47.9016570,-122.2789279
53061052104,+47.9866900,-122.1669708
53061052105,+47.8788198,-122.0930753
53061052301,+47.9615588,-122.0179745
53061052302,+47.9119988,-122.0322076
53061052504,+47.9658366,-122.1113114
53061052503,+47.9865002,-122.1160199
53061052705,+48.0521058,-122.1020985
53061052502,+47.9347064,-122.1187816
53061053102,+48.1387632,-122.2356312
53061053101,+48.1730236,-122.2333219
53061053202,+48.1432722,-122.3444577
53061053400,+48.2773898,-122.1467616
53061053504,+48.1810168,-122.1077020
53061052701,+48.1245256,-122.1185986
53061052806,+48.0834178,-122.1511314
53061052803,+48.1334674,-122.1638698
53061052804,+48.1045956,-122.1601670
53061940001,+48.0752411,-122.2219208
53061940002,+48.0961405,-122.3026053
53061053506,+48.2011528,-121.9823827
53061053801,+47.8743738,-121.4514041
53061053803,+47.8955608,-121.6492101
53061050102,+47.8581251,-122.2955890
53061050101,+47.8603786,-122.3236642
53061051918,+47.7834128,-122.2143856
53061052112,+47.8014758,-122.0715773
53061052113,+47.7926846,-122.0212172
53061052402,+47.9150606,-122.0895205
53061052805,+48.0859196,-122.1745385
53061041808,+47.8908306,-122.2308250
