USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
WA	53033008001	493762	546001	       0.191	       0.211	 47.6150718	-122.3555298                                                                                                                         
WA	53033008002	229060	0	       0.088	       0.000	 47.6120871	-122.3452591                                                                                                                              
WA	53033008100	827795	368877	       0.320	       0.142	 47.6058683	-122.3393353                                                                                                                         
WA	53033008200	366707	0	       0.142	       0.000	 47.6103728	-122.3319410                                                                                                                              
WA	53033008300	237442	0	       0.092	       0.000	 47.6118178	-122.3280041                                                                                                                              
WA	53033008400	382616	0	       0.148	       0.000	 47.6134675	-122.3239419                                                                                                                              
WA	53033008500	474208	0	       0.183	       0.000	 47.6051125	-122.3249464                                                                                                                              
WA	53033008600	711355	0	       0.275	       0.000	 47.6071015	-122.3166893                                                                                                                              
WA	53033008700	732385	0	       0.283	       0.000	 47.6059236	-122.3077909                                                                                                                              
WA	53033008800	948580	0	       0.366	       0.000	 47.6073299	-122.2976324                                                                                                                              
WA	53033008900	1280310	1636171	       0.494	       0.632	 47.6010391	-122.2850405                                                                                                                       
WA	53033009000	820732	0	       0.317	       0.000	 47.5982642	-122.3090976                                                                                                                              
WA	53033009100	418835	0	       0.162	       0.000	 47.5984232	-122.3217544                                                                                                                              
WA	53033009200	330170	154864	       0.127	       0.060	 47.6004657	-122.3348315                                                                                                                         
WA	53033009300	9429073	719985	       3.641	       0.278	 47.5771253	-122.3309360                                                                                                                        
WA	53033009400	1723073	0	       0.665	       0.000	 47.5881924	-122.3098671                                                                                                                             
WA	53033009500	2596041	2909196	       1.002	       1.123	 47.5783426	-122.2831943                                                                                                                       
WA	53033009600	1936669	1354203	       0.748	       0.523	 47.5899898	-122.3882351                                                                                                                       
WA	53033009701	1857987	1610494	       0.717	       0.622	 47.5731929	-122.4101745                                                                                                                       
WA	53033009702	2219067	0	       0.857	       0.000	 47.5719270	-122.3960103                                                                                                                             
WA	53033009800	1930637	0	       0.745	       0.000	 47.5719546	-122.3830940                                                                                                                             
WA	53033009900	6566266	2286605	       2.535	       0.883	 47.5794536	-122.3550326                                                                                                                       
WA	53033010001	2254022	60359	       0.870	       0.023	 47.5673069	-122.3043618                                                                                                                         
WA	53033010002	948258	0	       0.366	       0.000	 47.5765790	-122.3095727                                                                                                                              
WA	53033010100	2509574	1534926	       0.969	       0.593	 47.5670447	-122.2751446                                                                                                                       
WA	53033010200	2783287	1396979	       1.075	       0.539	 47.5559770	-122.2657498                                                                                                                       
WA	53033010300	1660256	0	       0.641	       0.000	 47.5541363	-122.2826390                                                                                                                             
WA	53033010401	1616685	0	       0.624	       0.000	 47.5532030	-122.2956373                                                                                                                             
WA	53033010402	1798893	0	       0.695	       0.000	 47.5537876	-122.3102256                                                                                                                             
WA	53033010500	1717927	0	       0.663	       0.000	 47.5574406	-122.3855495                                                                                                                             
WA	53033010600	2594296	817132	       1.002	       0.315	 47.5476485	-122.3918719                                                                                                                        
WA	53033010701	1452790	3664	       0.561	       0.001	 47.5450729	-122.3675013                                                                                                                          
WA	53033010702	784715	0	       0.303	       0.000	 47.5468041	-122.3730302                                                                                                                              
WA	53033010800	4093698	330620	       1.581	       0.128	 47.5440342	-122.3498743                                                                                                                        
WA	53033010900	4789750	272908	       1.849	       0.105	 47.5425052	-122.3199752                                                                                                                        
WA	53033011001	1070775	0	       0.413	       0.000	 47.5383594	-122.2862045                                                                                                                             
WA	53033011002	1676109	0	       0.647	       0.000	 47.5404140	-122.2989097                                                                                                                             
WA	53033011101	1150365	0	       0.444	       0.000	 47.5394840	-122.2773724                                                                                                                             
WA	53033011102	1303226	1631244	       0.503	       0.630	 47.5379287	-122.2633613                                                                                                                       
WA	53033011200	2766107	227077	       1.068	       0.088	 47.5296655	-122.3262393                                                                                                                        
WA	53033011300	3157573	42220	       1.219	       0.016	 47.5273690	-122.3448435                                                                                                                         
WA	53033011401	1233156	0	       0.476	       0.000	 47.5297061	-122.3620280                                                                                                                             
WA	53033011402	1186185	0	       0.458	       0.000	 47.5206654	-122.3646254                                                                                                                             
WA	53033011500	1538373	0	       0.594	       0.000	 47.5301833	-122.3755330                                                                                                                             
WA	53033011600	3109902	971211	       1.201	       0.375	 47.5282704	-122.3897768                                                                                                                        
WA	53033011700	3506716	0	       1.354	       0.000	 47.5201697	-122.2828499                                                                                                                             
WA	53033011800	2301121	2269206	       0.888	       0.876	 47.5154414	-122.2532080                                                                                                                       
WA	53033011900	3179413	1320016	       1.228	       0.510	 47.5089452	-122.2517818                                                                                                                       
WA	53033012000	1447511	0	       0.559	       0.000	 47.5129291	-122.3806808                                                                                                                             
WA	53033012100	1721296	1399504	       0.665	       0.540	 47.5075950	-122.3873799                                                                                                                       
WA	53033020100	1772606	684792	       0.684	       0.264	 47.7707111	-122.3873610                                                                                                                        
WA	53033020200	2591639	0	       1.001	       0.000	 47.7716674	-122.3633584                                                                                                                             
WA	53033020300	2557040	45454	       0.987	       0.018	 47.7689986	-122.3417532                                                                                                                         
WA	53033020401	2314353	0	       0.894	       0.000	 47.7708202	-122.3195385                                                                                                                             
WA	53033020402	2786018	0	       1.076	       0.000	 47.7695101	-122.2970270                                                                                                                             
WA	53033020500	2722043	0	       1.051	       0.000	 47.7562524	-122.3138057                                                                                                                             
WA	53033020600	1974729	0	       0.762	       0.000	 47.7560214	-122.3321002                                                                                                                             
WA	53033020700	1711192	0	       0.661	       0.000	 47.7561637	-122.3473227                                                                                                                             
WA	53033020800	3160177	644499	       1.220	       0.249	 47.7569770	-122.3716178                                                                                                                        
WA	53033020900	4773220	631228	       1.843	       0.244	 47.7432786	-122.3639033                                                                                                                        
WA	53033021000	2635365	5753	       1.018	       0.002	 47.7396007	-122.3357847                                                                                                                          
WA	53033021100	2619717	0	       1.011	       0.000	 47.7412054	-122.3128854                                                                                                                             
WA	53033021300	1811832	1189300	       0.700	       0.459	 47.7402939	-122.2869560                                                                                                                       
WA	53033021400	3154039	242662	       1.218	       0.094	 47.7507662	-122.2924491                                                                                                                        
WA	53033021500	3502490	412526	       1.352	       0.159	 47.7643848	-122.2737863                                                                                                                        
WA	53033021600	2872050	143535	       1.109	       0.055	 47.7670311	-122.2582787                                                                                                                        
WA	53033021700	5659731	0	       2.185	       0.000	 47.7642357	-122.2352512                                                                                                                             
WA	53033021802	4904952	0	       1.894	       0.000	 47.7674646	-122.1727479                                                                                                                             
WA	53033021803	3280711	0	       1.267	       0.000	 47.7644705	-122.2144312                                                                                                                             
WA	53033021804	3062732	0	       1.183	       0.000	 47.7657791	-122.1964027                                                                                                                             
WA	53033021903	3131309	10680	       1.209	       0.004	 47.7175135	-122.1788294                                                                                                                         
WA	53033021904	3404580	0	       1.315	       0.000	 47.7229334	-122.1616152                                                                                                                             
WA	53033021905	2691631	0	       1.039	       0.000	 47.7432120	-122.1814275                                                                                                                             
WA	53033021906	3830377	0	       1.479	       0.000	 47.7406264	-122.1646907                                                                                                                             
WA	53033022001	4416571	0	       1.705	       0.000	 47.7451842	-122.1989026                                                                                                                             
WA	53033022003	2318496	0	       0.895	       0.000	 47.7257310	-122.1982413                                                                                                                             
WA	53033022005	2422668	0	       0.935	       0.000	 47.7116184	-122.1938950                                                                                                                             
WA	53033022006	1408906	0	       0.544	       0.000	 47.7043393	-122.1992667                                                                                                                             
WA	53033022101	3620838	1623502	       1.398	       0.627	 47.7418778	-122.2559170                                                                                                                       
WA	53033022102	4672941	0	       1.804	       0.000	 47.7424553	-122.2258998                                                                                                                             
WA	53033022201	2290377	0	       0.884	       0.000	 47.7263403	-122.2320467                                                                                                                             
WA	53033022202	2613888	0	       1.009	       0.000	 47.7206893	-122.2143318                                                                                                                             
WA	53033022203	3134031	691117	       1.210	       0.267	 47.7067004	-122.2253264                                                                                                                        
WA	53033022300	5091847	3835973	       1.966	       1.481	 47.7138279	-122.2495245                                                                                                                       
WA	53033022400	4621985	3780817	       1.785	       1.460	 47.6859329	-122.2113268                                                                                                                       
WA	53033022500	3737443	226034	       1.443	       0.087	 47.6799379	-122.1930142                                                                                                                        
WA	53033022603	2896823	12563	       1.118	       0.005	 47.6948197	-122.1716302                                                                                                                         
WA	53033022604	2955134	0	       1.141	       0.000	 47.6762277	-122.1740018                                                                                                                             
WA	53033022605	4727291	0	       1.825	       0.000	 47.6914671	-122.1557445                                                                                                                             
WA	53033022606	2757461	27137	       1.065	       0.010	 47.6689188	-122.1547915                                                                                                                         
WA	53033022701	1498649	602022	       0.579	       0.232	 47.6548842	-122.2056738                                                                                                                        
WA	53033022702	2450342	0	       0.946	       0.000	 47.6568197	-122.1942746                                                                                                                             
WA	53033022703	4207715	0	       1.625	       0.000	 47.6572912	-122.1758426                                                                                                                             
WA	53033022801	4865282	0	       1.878	       0.000	 47.6464310	-122.1532208                                                                                                                             
WA	53033022802	2655977	0	       1.025	       0.000	 47.6633889	-122.1350052                                                                                                                             
WA	53033022803	4772682	0	       1.843	       0.000	 47.6439331	-122.1312723                                                                                                                             
WA	53033022901	1484061	0	       0.573	       0.000	 47.6366077	-122.1183943                                                                                                                             
WA	53033022902	3461594	1639816	       1.337	       0.633	 47.6383700	-122.0992057                                                                                                                       
WA	53033023000	3328145	2246704	       1.285	       0.867	 47.6223503	-122.1009811                                                                                                                       
WA	53033023100	2534696	1856284	       0.979	       0.717	 47.5972745	-122.1103216                                                                                                                       
WA	53033023201	1589792	0	       0.614	       0.000	 47.6186062	-122.1375409                                                                                                                             
WA	53033023202	1470665	0	       0.568	       0.000	 47.6179632	-122.1270727                                                                                                                             
WA	53033023300	3589674	248744	       1.386	       0.096	 47.6003452	-122.1289619                                                                                                                        
WA	53033023401	3741221	0	       1.444	       0.000	 47.5867511	-122.1467333                                                                                                                             
WA	53033023403	3331312	1860338	       1.286	       0.718	 47.5805595	-122.1141855                                                                                                                       
WA	53033023404	1821105	1744088	       0.703	       0.673	 47.5667871	-122.0877726                                                                                                                       
WA	53033023500	2273133	0	       0.878	       0.000	 47.5913824	-122.1728599                                                                                                                             
WA	53033023601	4602336	0	       1.777	       0.000	 47.6104583	-122.1719130                                                                                                                             
WA	53033023603	2028191	0	       0.783	       0.000	 47.6173977	-122.1508058                                                                                                                             
WA	53033023604	2939207	0	       1.135	       0.000	 47.5993910	-122.1539510                                                                                                                             
WA	53033023700	7530670	18268	       2.908	       0.007	 47.6327201	-122.1733574                                                                                                                         
WA	53033023801	3723108	0	       1.438	       0.000	 47.5957111	-122.1886971                                                                                                                             
WA	53033023803	563966	0	       0.218	       0.000	 47.6192542	-122.1978583                                                                                                                              
WA	53033023804	1221174	0	       0.471	       0.000	 47.6132810	-122.1984643                                                                                                                             
WA	53033023900	4757330	4112647	       1.837	       1.588	 47.5830719	-122.2002301                                                                                                                       
WA	53033024000	4681565	241905	       1.808	       0.093	 47.6273756	-122.2042081                                                                                                                        
WA	53033024100	4493623	1609018	       1.735	       0.621	 47.6444367	-122.2200447                                                                                                                       
WA	53033024200	3734833	11099650	       1.442	       4.286	 47.6347590	-122.2405256                                                                                                                      
WA	53033024300	4102742	9432859	       1.584	       3.642	 47.5901123	-122.2458440                                                                                                                       
WA	53033024400	1652257	636370	       0.638	       0.246	 47.5822829	-122.2178670                                                                                                                        
WA	53033024500	3795519	2217430	       1.465	       0.856	 47.5664031	-122.2202549                                                                                                                       
WA	53033024601	4016906	2661751	       1.551	       1.028	 47.5484565	-122.2237306                                                                                                                       
WA	53033024602	2877517	2560132	       1.111	       0.988	 47.5326968	-122.2319773                                                                                                                       
WA	53033024701	2739264	0	       1.058	       0.000	 47.5614778	-122.1808593                                                                                                                             
WA	53033024702	6416284	780824	       2.477	       0.301	 47.5396112	-122.1898817                                                                                                                        
WA	53033024800	3775631	0	       1.458	       0.000	 47.5743916	-122.1521005                                                                                                                             
WA	53033024901	3183752	0	       1.229	       0.000	 47.5633033	-122.1575188                                                                                                                             
WA	53033024902	2029986	0	       0.784	       0.000	 47.5653697	-122.1337183                                                                                                                             
WA	53033024903	4963600	0	       1.916	       0.000	 47.5508498	-122.1412595                                                                                                                             
WA	53033025001	3531211	28798	       1.363	       0.011	 47.5379558	-122.1689468                                                                                                                         
WA	53033025003	6399304	0	       2.471	       0.000	 47.5567474	-122.1079835                                                                                                                             
WA	53033025005	7684825	0	       2.967	       0.000	 47.5306823	-122.1466867                                                                                                                             
WA	53033025006	22399482	0	       8.648	       0.000	 47.5269216	-122.0986787                                                                                                                            
WA	53033025101	2935519	0	       1.133	       0.000	 47.5093920	-122.1549957                                                                                                                             
WA	53033025102	6232159	0	       2.406	       0.000	 47.4980982	-122.1407250                                                                                                                             
WA	53033025200	4545405	0	       1.755	       0.000	 47.5106806	-122.1827454                                                                                                                             
WA	53033025301	3808549	2024154	       1.470	       0.782	 47.5102693	-122.2031668                                                                                                                       
WA	53033025302	3981925	2424873	       1.537	       0.936	 47.4920139	-122.2153505                                                                                                                       
WA	53033025400	2301456	0	       0.889	       0.000	 47.4945379	-122.1839111                                                                                                                             
WA	53033025500	1525767	0	       0.589	       0.000	 47.4970783	-122.1699573                                                                                                                             
WA	53033025601	2894103	0	       1.117	       0.000	 47.4827528	-122.1748691                                                                                                                             
WA	53033025602	5204944	0	       2.010	       0.000	 47.4777132	-122.1488815                                                                                                                             
WA	53033025701	3778558	0	       1.459	       0.000	 47.4716049	-122.1913869                                                                                                                             
WA	53033025702	2860500	0	       1.104	       0.000	 47.4638276	-122.1646069                                                                                                                             
WA	53033025803	1343482	0	       0.519	       0.000	 47.4503896	-122.1784570                                                                                                                             
WA	53033025804	2358345	0	       0.911	       0.000	 47.4547647	-122.1691692                                                                                                                             
WA	53033025805	2392256	35493	       0.924	       0.014	 47.4544039	-122.1939162                                                                                                                         
WA	53033025806	2936688	150285	       1.134	       0.058	 47.4550034	-122.2107374                                                                                                                        
WA	53033026001	2744886	0	       1.060	       0.000	 47.4990210	-122.2362175                                                                                                                             
WA	53033026002	2767312	1607	       1.068	       0.001	 47.4825107	-122.2239768                                                                                                                          
WA	53033026100	4302988	9859	       1.661	       0.004	 47.4910723	-122.2500978                                                                                                                          
WA	53033026200	15261727	507783	       5.893	       0.196	 47.4591441	-122.2435898                                                                                                                       
WA	53033026300	4826487	388852	       1.864	       0.150	 47.5089785	-122.2891198                                                                                                                        
WA	53033026400	4781122	298314	       1.846	       0.115	 47.5090918	-122.3112029                                                                                                                        
WA	53033026500	1993794	1625	       0.770	       0.001	 47.5141844	-122.3382222                                                                                                                          
WA	53033026600	1160397	0	       0.448	       0.000	 47.5128460	-122.3632681                                                                                                                             
WA	53033026700	3084838	419292	       1.191	       0.162	 47.4962149	-122.3638882                                                                                                                        
WA	53033026801	1541376	3031	       0.595	       0.001	 47.5076338	-122.3433587                                                                                                                          
WA	53033026802	2035728	18135	       0.786	       0.007	 47.4978290	-122.3413234                                                                                                                         
WA	53033027000	1978526	12524	       0.764	       0.005	 47.4976819	-122.3219067                                                                                                                         
WA	53033027100	1569800	0	       0.606	       0.000	 47.4920446	-122.2998371                                                                                                                             
WA	53033027200	3323738	85339	       1.283	       0.033	 47.4867948	-122.2813197                                                                                                                         
WA	53033027300	3546826	5405	       1.369	       0.002	 47.4805957	-122.2985210                                                                                                                          
WA	53033027400	3325460	0	       1.284	       0.000	 47.4827326	-122.3236114                                                                                                                             
WA	53033027500	2229520	0	       0.861	       0.000	 47.4816357	-122.3411720                                                                                                                             
WA	53033027600	2853268	1287563	       1.102	       0.497	 47.4749473	-122.3546530                                                                                                                       
WA	53033027701	44157316	9776019	      17.049	       3.775	 47.4509608	-122.4764915                                                                                                                      
WA	53033027702	51484409	23437132	      19.878	       9.049	 47.3954027	-122.4686016                                                                                                                     
WA	53033027800	2583028	1102722	       0.997	       0.426	 47.4515094	-122.3679231                                                                                                                       
WA	53033027900	3355579	156045	       1.296	       0.060	 47.4638936	-122.3478454                                                                                                                        
WA	53033028000	1950999	0	       0.753	       0.000	 47.4667160	-122.3244687                                                                                                                             
WA	53033028100	1585752	0	       0.612	       0.000	 47.4687464	-122.2989253                                                                                                                             
WA	53033028200	2697144	1028	       1.041	       0.000	 47.4656308	-122.2755633                                                                                                                          
WA	53033028300	8205483	153403	       3.168	       0.059	 47.4309168	-122.2693876                                                                                                                        
WA	53033028402	8492417	0	       3.279	       0.000	 47.4504814	-122.3033032                                                                                                                             
WA	53033028403	2094668	32665	       0.809	       0.013	 47.4388123	-122.2834050                                                                                                                         
WA	53033028500	3509794	0	       1.355	       0.000	 47.4454085	-122.3248135                                                                                                                             
WA	53033028600	6460233	1894370	       2.494	       0.731	 47.4329749	-122.3446892                                                                                                                       
WA	53033028700	2675323	0	       1.033	       0.000	 47.4212394	-122.3278018                                                                                                                             
WA	53033028801	5182692	0	       2.001	       0.000	 47.4206904	-122.3086544                                                                                                                             
WA	53033028802	2436529	415839	       0.941	       0.161	 47.4249416	-122.2880021                                                                                                                        
WA	53033028901	2285604	425573	       0.882	       0.164	 47.4026302	-122.3203514                                                                                                                        
WA	53033028902	2065173	0	       0.797	       0.000	 47.3993990	-122.3017519                                                                                                                             
WA	53033029001	2636290	952681	       1.018	       0.368	 47.3840122	-122.3220799                                                                                                                        
WA	53033029003	2568720	0	       0.992	       0.000	 47.3825163	-122.3057593                                                                                                                             
WA	53033029004	1827471	0	       0.706	       0.000	 47.3798603	-122.2968845                                                                                                                             
WA	53033029101	3369040	166509	       1.301	       0.064	 47.3975237	-122.2794706                                                                                                                        
WA	53033029102	2567134	0	       0.991	       0.000	 47.3798860	-122.2841327                                                                                                                             
WA	53033029203	2009022	0	       0.776	       0.000	 47.3862784	-122.2313781                                                                                                                             
WA	53033029204	4234265	1686	       1.635	       0.001	 47.3955305	-122.2160422                                                                                                                          
WA	53033029205	1868726	40406	       0.722	       0.016	 47.3878154	-122.2636313                                                                                                                         
WA	53033029206	17212463	214541	       6.646	       0.083	 47.4144378	-122.2433601                                                                                                                       
WA	53033029303	3609517	0	       1.394	       0.000	 47.4368907	-122.2014158                                                                                                                             
WA	53033029304	4132302	30348	       1.595	       0.012	 47.4385923	-122.1691665                                                                                                                         
WA	53033029305	2897235	2246	       1.119	       0.001	 47.4219144	-122.2114434                                                                                                                          
WA	53033029306	2372865	182821	       0.916	       0.071	 47.4214221	-122.1801056                                                                                                                        
WA	53033029307	3808774	61752	       1.471	       0.024	 47.4218407	-122.1594823                                                                                                                         
WA	53033029403	2407383	385	       0.929	       0.000	 47.4094368	-122.2002607                                                                                                                           
WA	53033029405	2492141	0	       0.962	       0.000	 47.4089183	-122.1759183                                                                                                                             
WA	53033029406	2616767	92988	       1.010	       0.036	 47.3974260	-122.1786798                                                                                                                         
WA	53033029407	1360512	0	       0.525	       0.000	 47.3942408	-122.2017733                                                                                                                             
WA	53033029408	1238189	0	       0.478	       0.000	 47.3946962	-122.1916681                                                                                                                             
WA	53033029502	4309767	36463	       1.664	       0.014	 47.3741574	-122.1753447                                                                                                                         
WA	53033029503	2361402	545	       0.912	       0.000	 47.3763084	-122.2063943                                                                                                                           
WA	53033029504	1883409	0	       0.727	       0.000	 47.3797202	-122.1945496                                                                                                                             
WA	53033029601	3951034	70157	       1.526	       0.027	 47.3561518	-122.1841491                                                                                                                         
WA	53033029602	6659406	50035	       2.571	       0.019	 47.3383520	-122.1880633                                                                                                                         
WA	53033029700	11066175	220437	       4.273	       0.085	 47.3647615	-122.2261718                                                                                                                       
WA	53033029801	7898840	164309	       3.050	       0.063	 47.3605761	-122.2678699                                                                                                                        
WA	53033029802	6856331	174573	       2.647	       0.067	 47.3445746	-122.2747262                                                                                                                        
WA	53033029901	3958797	107134	       1.529	       0.041	 47.3240587	-122.2823360                                                                                                                        
WA	53033029902	6301677	0	       2.433	       0.000	 47.3204223	-122.2617258                                                                                                                             
WA	53033030003	4719631	846303	       1.822	       0.327	 47.3588458	-122.3152313                                                                                                                        
WA	53033030004	2051060	0	       0.792	       0.000	 47.3501114	-122.3034394                                                                                                                             
WA	53033030005	2179298	0	       0.841	       0.000	 47.3365387	-122.3027891                                                                                                                             
WA	53033030006	1990077	163997	       0.768	       0.063	 47.3240403	-122.3041394                                                                                                                        
WA	53033030100	5851590	1972452	       2.259	       0.762	 47.3361138	-122.3469054                                                                                                                       
WA	53033030201	2807514	64020	       1.084	       0.025	 47.3206275	-122.3485442                                                                                                                         
WA	53033030202	3266213	0	       1.261	       0.000	 47.3244001	-122.3231461                                                                                                                             
WA	53033030304	7371296	14259	       2.846	       0.006	 47.2760561	-122.3313814                                                                                                                         
WA	53033030305	3783118	1035821	       1.461	       0.400	 47.3189889	-122.3888645                                                                                                                       
WA	53033030306	3762759	573042	       1.453	       0.221	 47.3130416	-122.3996449                                                                                                                        
WA	53033030308	2154064	0	       0.832	       0.000	 47.3083168	-122.3520249                                                                                                                             
WA	53033030309	2194431	27034	       0.847	       0.010	 47.3034954	-122.3372996                                                                                                                         
