event_id,rup_id,year,rlzi,structural
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
0,0,0,0,0.00000E+00
